timestamp,machine_id,temperature,vibration,pressure,energy_consumption,machine_status,anomaly_flag
2025-01-01 13:35:00,1,81.39,43.38,1.0,2.67,1,0
2025-01-01 13:38:00,32,41.49,49.29,3.45,1.96,1,0
2025-01-01 13:39:00,34,91.25,39.89,2.29,4.4,1,1
2025-01-01 13:45:00,34,91.55,12.21,4.14,1.07,1,1
2025-01-01 13:48:00,12,65.36,46.2,2.84,3.45,1,0
2025-01-01 13:49:00,1,64.56,27.58,2.93,2.3,1,0
2025-01-01 13:56:00,47,76.64,39.72,4.63,2.82,2,0
2025-01-01 14:01:00,14,94.61,36.08,4.72,4.58,1,1
2025-01-01 14:05:00,38,68.01,53.42,3.73,2.7,1,0
2025-01-01 14:06:00,34,74.01,62.75,3.33,2.9,1,0
2025-01-01 14:07:00,38,75.45,56.71,3.65,2.56,1,0
2025-01-01 14:09:00,34,76.12,63.09,4.04,4.27,0,0
2025-01-01 14:10:00,18,76.03,75.4,1.79,3.65,1,0
2025-01-01 14:14:00,34,58.11,40.35,4.18,2.2,1,0
2025-01-01 14:15:00,38,69.44,33.78,4.82,1.03,1,0
2025-01-01 14:32:00,34,78.38,39.26,4.45,4.33,1,0
2025-01-01 14:40:00,47,75.36,47.32,2.45,2.33,1,0
2025-01-01 14:42:00,16,82.45,47.73,3.93,1.69,1,0
2025-01-01 14:45:00,16,70.94,46.92,3.17,4.4,1,0
2025-01-01 14:52:00,32,78.04,43.43,4.26,4.0,0,0
2025-01-01 14:56:00,32,84.7,29.39,1.07,0.96,1,0
2025-01-01 15:01:00,18,79.93,29.6,3.3,1.44,1,0
2025-01-01 15:04:00,22,63.18,47.03,2.24,3.33,0,0
2025-01-01 15:07:00,1,90.2,82.44,2.55,1.69,1,1
2025-01-01 15:10:00,12,90.38,64.09,2.39,1.66,1,1
2025-01-01 15:13:00,34,78.95,46.37,1.11,4.43,1,0
2025-01-01 15:15:00,14,86.35,51.2,3.92,4.49,1,0
2025-01-01 15:21:00,47,81.39,41.41,2.08,2.26,2,0
2025-01-01 15:22:00,22,89.51,39.9,1.68,3.25,1,0
2025-01-01 15:23:00,47,74.24,46.31,4.44,0.64,1,0
2025-01-01 15:30:00,1,69.67,65.9,4.09,4.22,1,0
2025-01-01 15:35:00,47,82.39,28.77,2.75,4.88,1,0
2025-01-01 15:36:00,22,54.08,37.85,5.0,0.83,1,0
2025-01-01 15:37:00,14,70.82,48.4,4.19,2.01,1,0
2025-01-01 15:41:00,14,57.76,71.85,3.79,3.45,1,0
2025-01-01 15:46:00,14,84.21,40.08,1.3,1.67,1,0
2025-01-01 15:49:00,47,90.11,61.03,1.98,2.79,1,1
2025-01-01 15:53:00,47,67.63,55.26,1.26,3.39,2,0
2025-01-01 15:55:00,18,76.16,27.38,4.27,3.99,1,0
2025-01-01 15:56:00,38,77.27,64.03,3.16,4.73,1,0
2025-01-01 16:06:00,22,64.86,57.34,4.75,4.75,1,0
2025-01-01 16:19:00,18,79.7,24.9,3.55,0.89,2,0
2025-01-01 16:20:00,47,81.58,54.36,1.97,1.65,1,0
2025-01-01 16:22:00,47,72.32,56.52,2.96,1.28,1,0
2025-01-01 16:23:00,22,70.36,18.75,2.15,4.12,1,0
2025-01-01 16:24:00,34,68.28,31.02,4.15,0.81,2,0
2025-01-01 16:25:00,47,74.93,36.65,4.15,3.89,0,0
2025-01-01 16:36:00,34,84.79,39.11,1.02,0.82,1,0
2025-01-01 16:41:00,22,78.85,71.29,1.42,0.78,1,0
2025-01-01 17:10:00,38,85.6,43.45,1.28,0.53,1,0
2025-01-01 17:27:00,12,71.01,28.92,1.54,2.83,1,0
2025-01-01 17:28:00,47,76.6,18.52,3.64,4.93,0,0
2025-01-01 17:29:00,1,73.52,48.22,4.54,1.65,1,0
2025-01-01 17:31:00,14,86.75,50.54,2.48,0.68,1,0
2025-01-01 17:32:00,38,81.19,36.3,2.34,4.73,1,0
2025-01-01 17:52:00,1,68.94,37.11,2.79,3.43,1,0
2025-01-01 18:00:00,38,76.13,71.35,4.49,4.87,0,0
2025-01-01 18:08:00,14,90.13,41.71,3.45,0.98,1,1
2025-01-01 18:11:00,34,76.82,46.77,4.22,4.2,1,0
2025-01-01 18:12:00,12,77.81,59.99,1.38,1.66,0,0
2025-01-01 18:15:00,1,48.52,47.32,2.35,3.01,2,0
2025-01-01 18:17:00,22,59.69,59.07,1.62,3.91,1,0
2025-01-01 18:23:00,14,71.72,64.06,4.72,4.49,1,0
2025-01-01 18:30:00,14,75.6,62.85,2.24,2.6,2,0
2025-01-01 18:37:00,18,72.39,55.68,4.73,1.43,1,0
2025-01-01 18:42:00,14,78.24,61.91,4.9,1.32,1,0
2025-01-01 18:43:00,32,73.81,55.98,1.49,3.72,1,0
2025-01-01 18:44:00,38,76.93,46.57,4.89,1.45,0,0
2025-01-01 18:52:00,47,80.03,51.42,3.61,1.97,1,0
2025-01-01 18:54:00,14,81.42,91.45,3.76,0.89,1,1
2025-01-01 19:05:00,47,79.73,47.41,3.48,4.56,1,0
2025-01-01 19:13:00,38,85.67,56.58,4.67,3.98,1,0
2025-01-01 19:19:00,22,69.54,61.71,4.37,2.13,1,0
2025-01-01 19:25:00,38,74.04,77.96,3.48,0.88,1,0
2025-01-01 19:28:00,47,65.47,52.72,3.46,3.77,1,0
2025-01-01 19:37:00,47,86.44,39.31,1.39,4.93,1,0
2025-01-01 19:39:00,12,58.73,43.24,1.24,2.0,1,0
2025-01-01 19:54:00,38,66.7,58.5,3.76,0.79,1,0
2025-01-01 19:58:00,47,72.44,64.38,2.25,3.45,1,0
2025-01-01 20:02:00,12,89.72,59.0,2.34,1.59,1,0
2025-01-01 20:06:00,18,67.36,55.24,1.54,4.61,1,0
2025-01-01 20:09:00,47,77.3,36.75,1.55,3.91,1,0
2025-01-01 20:12:00,12,72.05,35.89,2.12,3.99,1,0
2025-01-01 20:26:00,14,69.69,38.4,1.27,2.71,1,0
2025-01-01 20:29:00,22,78.38,52.16,3.93,3.67,1,0
2025-01-01 20:32:00,1,57.19,47.85,2.17,3.91,1,0
2025-01-01 20:40:00,1,76.41,40.67,3.52,4.02,1,0
2025-01-01 20:44:00,47,73.39,65.06,4.4,1.27,1,0
2025-01-01 20:54:00,38,71.0,54.48,4.16,3.09,2,0
2025-01-01 20:57:00,18,49.82,38.58,1.29,1.35,1,0
2025-01-01 20:59:00,34,72.19,49.07,1.35,3.81,1,0
2025-01-01 21:13:00,22,73.55,32.54,3.78,3.24,0,0
2025-01-01 21:25:00,22,62.16,55.17,1.21,3.79,2,0
2025-01-01 21:30:00,1,84.78,33.8,3.8,4.9,1,0
2025-01-01 21:31:00,32,82.74,48.19,4.55,4.11,1,0
2025-01-01 21:36:00,32,87.99,68.81,1.4,4.27,1,0
2025-01-01 21:43:00,16,82.9,44.52,1.68,3.54,0,0
2025-01-01 21:46:00,18,66.02,75.4,2.02,2.13,1,0
2025-01-01 21:47:00,1,87.3,49.51,4.29,2.19,1,0
2025-01-01 21:48:00,14,73.63,49.88,1.27,1.08,1,0
2025-01-01 21:49:00,47,67.86,29.71,3.0,4.68,1,0
2025-01-01 21:56:00,38,54.53,89.16,4.92,1.42,1,1
2025-01-01 21:58:00,1,66.07,56.35,4.33,2.87,1,0
2025-01-01 22:03:00,32,77.7,40.66,1.96,4.26,2,0
2025-01-01 22:08:00,34,94.83,31.65,3.19,2.65,1,1
2025-01-01 22:12:00,32,68.37,47.56,3.94,2.07,1,0
2025-01-01 22:17:00,1,71.21,33.01,4.63,3.29,1,0
2025-01-01 22:22:00,47,61.73,64.83,1.64,4.17,1,0
2025-01-01 22:27:00,47,85.06,46.0,4.69,2.53,1,0
2025-01-01 22:29:00,34,80.85,37.56,4.56,2.67,1,0
2025-01-01 22:31:00,32,79.95,45.76,3.44,0.62,1,0
2025-01-01 22:33:00,14,76.14,67.64,3.6,2.83,1,0
2025-01-01 22:34:00,32,83.93,25.74,1.41,1.13,1,0
2025-01-01 22:37:00,16,66.12,57.98,1.29,3.67,1,0
2025-01-01 22:41:00,14,54.01,54.55,1.31,0.87,1,0
2025-01-01 22:44:00,18,83.14,33.24,2.34,2.63,0,0
2025-01-01 22:56:00,18,80.17,53.88,2.26,0.58,1,0
2025-01-01 22:58:00,1,76.96,53.85,2.53,3.52,1,0
2025-01-01 22:59:00,47,68.03,45.16,4.66,3.7,1,0
2025-01-01 23:07:00,12,80.44,44.01,2.12,3.74,0,0
2025-01-01 23:11:00,38,70.2,36.93,3.49,1.86,1,0
2025-01-01 23:14:00,34,80.77,59.77,2.21,4.01,1,0
2025-01-01 23:17:00,22,74.85,25.55,4.65,4.87,1,0
2025-01-01 23:25:00,32,82.65,72.31,2.97,1.06,1,0
2025-01-01 23:29:00,14,72.27,61.63,2.93,3.8,2,0
2025-01-01 23:37:00,22,76.23,47.46,4.51,3.28,1,0
2025-01-01 23:44:00,34,93.08,34.01,3.16,0.73,1,1
2025-01-01 23:49:00,18,80.73,39.5,1.48,4.84,1,0
2025-01-01 23:54:00,38,93.2,68.88,1.1,3.17,1,1
2025-01-01 23:55:00,34,75.04,70.12,3.66,2.26,1,0
2025-01-01 23:59:00,38,90.71,35.23,3.46,3.9,1,1
2025-01-02 00:00:00,12,67.12,33.67,3.55,4.28,1,0
2025-01-02 00:03:00,22,67.82,50.33,2.22,1.02,1,0
2025-01-02 00:10:00,34,77.53,61.89,3.14,1.25,1,0
2025-01-02 00:11:00,12,78.52,43.1,4.0,1.9,1,0
2025-01-02 00:23:00,1,78.43,68.41,3.58,3.12,1,0
2025-01-02 00:36:00,34,67.79,45.43,4.86,3.8,1,0
2025-01-02 00:37:00,47,90.07,59.52,3.79,2.01,1,1
2025-01-02 00:39:00,22,69.75,43.31,3.89,2.31,2,0
2025-01-02 00:43:00,47,64.51,50.97,4.12,3.24,1,0
2025-01-02 00:51:00,34,67.06,43.97,4.15,1.9,1,0
2025-01-02 00:59:00,1,84.61,30.19,3.36,3.03,1,0
2025-01-02 01:13:00,38,62.58,79.07,3.18,0.87,2,0
2025-01-02 01:14:00,34,73.97,18.62,4.51,0.83,1,0
2025-01-02 01:15:00,12,82.33,50.61,2.5,2.72,1,0
2025-01-02 01:23:00,47,84.52,88.47,1.61,1.1,1,1
2025-01-02 01:24:00,12,76.33,70.55,1.51,4.05,1,0
2025-01-02 01:25:00,16,75.82,63.35,3.42,2.51,1,0
2025-01-02 01:34:00,16,67.11,38.26,1.25,2.53,1,0
2025-01-02 01:38:00,18,71.78,63.14,3.68,3.61,1,0
2025-01-02 01:40:00,12,66.35,54.53,1.14,0.78,1,0
2025-01-02 01:46:00,47,68.4,41.88,4.82,4.72,0,0
2025-01-02 01:47:00,32,79.91,49.31,2.18,2.21,0,0
2025-01-02 01:49:00,16,72.44,38.09,3.08,3.07,1,0
2025-01-02 01:55:00,22,72.53,48.46,1.72,3.23,2,0
2025-01-02 01:57:00,14,65.49,48.75,1.91,2.8,0,0
2025-01-02 02:06:00,18,69.99,64.48,2.92,2.1,1,0
2025-01-02 02:11:00,18,70.28,52.22,3.6,3.7,1,0
2025-01-02 02:15:00,14,68.89,57.85,3.9,4.17,1,0
2025-01-02 02:21:00,34,62.46,41.98,3.31,4.73,1,0
2025-01-02 02:34:00,22,64.09,65.29,1.19,1.89,1,0
2025-01-02 02:37:00,18,87.77,50.78,1.7,0.67,1,0
2025-01-02 02:39:00,16,64.32,26.9,2.07,3.79,1,0
2025-01-02 02:46:00,34,81.74,57.64,3.83,2.06,2,0
2025-01-02 02:50:00,18,73.18,49.38,4.32,1.76,1,0
2025-01-02 02:51:00,32,87.74,20.86,1.35,2.45,1,0
2025-01-02 02:52:00,32,78.9,39.22,3.45,0.63,1,0
2025-01-02 03:00:00,16,63.71,43.77,1.84,3.35,0,0
2025-01-02 03:02:00,47,72.4,71.06,1.21,2.36,1,0
2025-01-02 03:09:00,1,87.0,77.98,3.01,1.95,1,0
2025-01-02 03:14:00,14,79.63,65.09,4.98,4.63,0,0
2025-01-02 03:18:00,18,63.36,77.57,3.47,2.91,1,0
2025-01-02 03:22:00,1,77.54,66.26,2.85,3.53,1,0
2025-01-02 03:30:00,12,72.94,52.99,4.72,4.59,1,0
2025-01-02 03:40:00,34,87.15,46.4,3.96,2.65,1,0
2025-01-02 03:51:00,34,66.13,40.08,3.96,2.97,1,0
2025-01-02 03:59:00,47,84.56,56.3,4.71,2.26,1,0
2025-01-02 04:09:00,18,72.73,53.41,3.12,4.69,0,0
2025-01-02 04:13:00,32,93.01,33.47,4.77,4.41,1,1
2025-01-02 04:15:00,38,92.73,38.38,1.61,2.43,1,1
2025-01-02 04:17:00,47,74.53,56.69,2.63,3.28,1,0
2025-01-02 04:21:00,14,78.82,72.23,4.46,1.51,1,0
2025-01-02 04:23:00,34,71.73,32.92,1.63,2.5,1,0
2025-01-02 04:32:00,34,81.01,30.23,4.96,4.66,1,0
2025-01-02 04:33:00,12,64.53,57.2,3.65,3.4,1,0
2025-01-02 04:41:00,34,85.41,48.36,3.0,3.92,1,0
2025-01-02 04:44:00,38,69.53,52.91,1.38,1.28,1,0
2025-01-02 04:49:00,18,66.39,44.94,3.6,2.69,1,0
2025-01-02 05:01:00,32,77.47,71.31,2.37,2.96,1,0
2025-01-02 05:05:00,34,66.59,36.3,1.0,1.0,0,0
2025-01-02 05:14:00,16,89.04,47.9,2.12,0.54,1,0
2025-01-02 05:27:00,38,82.38,53.39,2.99,0.69,1,0
2025-01-02 05:36:00,32,72.15,42.99,2.92,4.13,1,0
2025-01-02 05:41:00,18,75.78,51.45,2.1,3.22,1,0
2025-01-02 05:44:00,14,69.29,89.69,1.2,3.93,1,1
2025-01-02 05:47:00,12,74.87,58.45,3.17,0.74,1,0
2025-01-02 05:50:00,32,82.96,52.41,2.39,2.19,1,0
2025-01-02 05:59:00,34,92.83,63.01,2.12,3.87,1,1
2025-01-02 06:10:00,32,80.19,59.42,2.73,1.09,1,0
2025-01-02 06:11:00,34,79.19,39.96,3.59,2.92,1,0
2025-01-02 06:17:00,22,66.31,33.96,1.26,3.83,1,0
2025-01-02 06:20:00,32,83.79,43.3,2.93,1.29,2,0
2025-01-02 06:26:00,12,86.0,48.18,2.65,3.67,1,0
2025-01-02 06:27:00,22,77.19,45.31,3.74,4.06,1,0
2025-01-02 06:30:00,1,76.48,71.57,3.32,1.6,1,0
2025-01-02 06:31:00,22,71.12,42.88,4.84,2.63,2,0
2025-01-02 06:33:00,18,69.94,34.6,2.14,4.66,1,0
2025-01-02 06:35:00,14,55.17,38.41,2.54,4.77,1,0
2025-01-02 06:36:00,47,68.66,78.13,2.64,4.98,1,0
2025-01-02 06:38:00,12,90.77,49.52,2.22,2.63,1,1
2025-01-02 06:41:00,12,79.6,26.93,1.57,2.87,1,0
2025-01-02 06:47:00,47,90.68,74.23,1.8,4.87,1,1
2025-01-02 06:49:00,32,72.59,43.05,1.79,1.06,1,0
2025-01-02 06:53:00,34,68.85,35.02,4.25,4.04,1,0
2025-01-02 06:55:00,34,79.75,41.65,1.0,4.65,1,0
2025-01-02 07:07:00,32,60.69,56.93,2.03,2.99,1,0
2025-01-02 07:09:00,47,81.6,41.35,4.23,4.41,1,0
2025-01-02 07:10:00,14,72.68,64.43,2.55,0.6,1,0
2025-01-02 07:12:00,22,87.16,61.82,2.22,4.42,1,0
2025-01-02 07:21:00,47,67.73,43.38,3.95,1.54,0,0
2025-01-02 07:22:00,16,61.08,60.52,2.12,1.36,1,0
2025-01-02 07:29:00,1,90.89,60.43,3.47,1.6,1,1
2025-01-02 07:30:00,38,73.53,44.06,2.65,4.71,1,0
2025-01-02 07:32:00,34,64.92,43.71,1.9,4.93,2,0
2025-01-02 07:37:00,12,52.79,44.38,4.5,4.68,1,0
2025-01-02 07:38:00,18,83.95,78.92,2.38,0.99,1,0
2025-01-02 07:41:00,16,79.2,52.0,2.99,3.14,1,0
2025-01-02 08:04:00,14,93.69,42.09,4.04,3.08,2,1
2025-01-02 08:11:00,38,68.55,72.57,2.2,0.79,0,0
2025-01-02 08:13:00,22,73.96,53.9,1.93,2.36,2,0
2025-01-02 08:22:00,18,70.57,22.59,4.91,2.39,1,0
2025-01-02 08:24:00,18,79.36,45.02,2.17,0.68,1,0
2025-01-02 08:26:00,47,83.25,45.25,4.48,4.01,1,0
2025-01-02 08:28:00,38,76.79,71.04,4.92,2.99,1,0
2025-01-02 08:29:00,32,67.56,63.68,4.86,1.87,1,0
2025-01-02 08:34:00,38,63.79,38.95,1.96,3.2,2,0
2025-01-02 08:38:00,22,53.65,39.7,4.01,2.67,1,0
2025-01-02 08:42:00,12,83.79,52.67,2.93,4.52,1,0
2025-01-02 08:44:00,32,65.95,43.8,3.71,2.24,0,0
2025-01-02 08:46:00,16,84.65,58.45,3.72,1.83,1,0
2025-01-02 08:47:00,22,62.48,52.09,2.43,2.3,1,0
